Term IRI	Term label	Parent term IRI	Parent term label	Alternative term	Definition
http://purl.obolibrary.org/obo/ENVO_03501206	shopping center	http://purl.obolibrary.org/obo/ENVO_01001222	commercial building		A commercial building in which the majority of commerical activity occurs in shops occupying parts of the building.
http://purl.obolibrary.org/obo/ENVO_03501207	shopping mall	http://purl.obolibrary.org/obo/ENVO_03501206	shopping center		A shopping center in which a large indoor pedestrian promenade provides access to stores and other facilities.
http://purl.obolibrary.org/obo/ENVO_03501221	bistro	http://purl.obolibrary.org/obo/ENVO_01000934	restaurant		A restaurant which is of French cultural origin and which has a short menu and limited seating space.
http://purl.obolibrary.org/obo/ENVO_03501222	brasserie	http://purl.obolibrary.org/obo/ENVO_01000934	restaurant		A type of restaurant which is of French cultural origin and which provides more service or food variety than a bistro.
http://purl.obolibrary.org/obo/ENVO_03501224	carvery	http://purl.obolibrary.org/obo/ENVO_01000934	restaurant		A restaurant which provides customers with cooked meat freshly sliced to order.
http://purl.obolibrary.org/obo/ENVO_03501225	coffeehouse	http://purl.obolibrary.org/obo/ENVO_01000934	restaurant		A restaurant which primarily serves coffee.
http://purl.obolibrary.org/obo/ENVO_03501226	greasy spoon	http://purl.obolibrary.org/obo/ENVO_01000934	restaurant		A restaurant which is small, inexpensive, and typically specializing in fried foods and/or home-cooked meals.
http://purl.obolibrary.org/obo/ENVO_03501227	steakhouse	http://purl.obolibrary.org/obo/ENVO_01000934	restaurant		A restaurant which specializes in serving steaks and pork chops.
http://purl.obolibrary.org/obo/ENVO_03501228	trattoria	http://purl.obolibrary.org/obo/ENVO_01000934	restaurant		A restaurant which is of Italian cultural origin and which is generally less formal than an Italian ristorante, but more formal than an osteria.
http://purl.obolibrary.org/obo/ENVO_03501230	field hospital	http://purl.obolibrary.org/obo/ENVO_03501134	healthcare facility		A healthcare facility which is a temporary hospital or mobile medical unit that takes care of casualties on-site before they can be safely transported to more permanent facilities.
http://purl.obolibrary.org/obo/ENVO_03501231	hospice	http://purl.obolibrary.org/obo/ENVO_03501134	healthcare facility		A healthcare facility which provides palliative care for the terminally ill.
http://purl.obolibrary.org/obo/ENVO_03501232	movie theater	http://purl.obolibrary.org/obo/ENVO_01001222	commercial building		A commercial building which contains auditoria for viewing films.
http://purl.obolibrary.org/obo/ENVO_03501233	warehouse	http://purl.obolibrary.org/obo/ENVO_00003861	industrial building		An industrial building which is used to store goods.
http://purl.obolibrary.org/obo/ENVO_03501234	town hall	http://purl.obolibrary.org/obo/ENVO_01001221	office building		An office building which is the chief administrative building of a city, town, or other municipality.
http://purl.obolibrary.org/obo/ENVO_03501235	leisure centre	http://purl.obolibrary.org/obo/ENVO_00000073	building		A public building or site which provides facilities used by people to keep fit or relax.
http://purl.obolibrary.org/obo/ENVO_03501236	business park	http://purl.obolibrary.org/obo/ENVO_01001269	area of developed space		An area of developed space which is reserved for office buildings.
http://purl.obolibrary.org/obo/ENVO_03501237	game reserve	http://purl.obolibrary.org/obo/ENVO_01001199	terrestrial environmental zone		A terrestrial environmental zone where wild animals live safely or are hunted in a controlled way for sport.
http://purl.obolibrary.org/obo/ENVO_03501238	hillock	http://purl.obolibrary.org/obo/ENVO_00000083	hill		A hill which is small and usually separated from a larger group of hills such as a range.
http://purl.obolibrary.org/obo/ENVO_03501239	riverfront	http://purl.obolibrary.org/obo/ENVO_00000304	shore		A shore along a river.
http://purl.obolibrary.org/obo/ENVO_03501240	skerry	http://purl.obolibrary.org/obo/ENVO_00000098	island		An island which is small, principally composed of rock, and usually too small for human habitation.
http://purl.obolibrary.org/obo/ENVO_03501241	wind farm	http://purl.obolibrary.org/obo/ENVO_00002214	power plant		A power plant which is a group of wind turbines in the same location used to produce electricity.
http://purl.obolibrary.org/obo/ENVO_03501242	desert island	http://purl.obolibrary.org/obo/ENVO_00000098	island		An island that is not permanently populated by humans.
http://purl.obolibrary.org/obo/ENVO_03501243	big-box store	http://purl.obolibrary.org/obo/ENVO_00002221	shop		A store which is physically large and is part of a retail chain.
http://purl.obolibrary.org/obo/ENVO_03501244	Bailey bridge	http://purl.obolibrary.org/obo/ENVO_00000075	bridge		A bridge which is a truss bridge, pre-fabricated, and portable.
http://purl.obolibrary.org/obo/ENVO_03501245	drawbridge	http://purl.obolibrary.org/obo/ENVO_00000075	bridge		A bridge which is hinged and can be raised.
http://purl.obolibrary.org/obo/ENVO_03501246	footbridge	http://purl.obolibrary.org/obo/ENVO_00000075	bridge		A bridge designed solely for pedestrians.
http://purl.obolibrary.org/obo/ENVO_03501247	humpback bridge	http://purl.obolibrary.org/obo/ENVO_00000075	bridge		A bridge which arches in the center, and has a span which is higher than the ramps on either side, forming a hump-like arrangement.
http://purl.obolibrary.org/obo/ENVO_03501248	overpass	http://purl.obolibrary.org/obo/ENVO_00000075	bridge		A bridge which is used for transportaiton, and which crosses over another road or railway.
http://purl.obolibrary.org/obo/ENVO_03501249	suspension bridge	http://purl.obolibrary.org/obo/ENVO_00000075	bridge		A bridge which has its deck hung on vertical suspenders via suspension cables.
http://purl.obolibrary.org/obo/ENVO_03501250	swing bridge	http://purl.obolibrary.org/obo/ENVO_00000075	bridge		A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.
http://purl.obolibrary.org/obo/ENVO_03501251	vacuum cleaner	http://purl.obolibrary.org/obo/ENVO_00003074	manufactured product		A device that causes suction in order to remove debris from surfaces.
http://purl.obolibrary.org/obo/ENVO_03501252	chicken manure	http://purl.obolibrary.org/obo/ENVO_01001117	poultry manure		Poultry manure made of chicken feces.
http://purl.obolibrary.org/obo/ENVO_03501253	gypsum	http://purl.obolibrary.org/obo/ENVO_0010001	anthropogenic environmental material		A soft sulfate mineral composed of calcium sulfate dihydrate.
http://purl.obolibrary.org/obo/ENVO_03501254	water tank	http://purl.obolibrary.org/obo/ENVO_00003074	manufactured product		A container for storing water.
