Term IRI	Term label	Parent term IRI	Parent term label	Alternative term	Definition
http://purl.obolibrary.org/obo/ENVO_01000126	marine sub-littoral zone	http://purl.obolibrary.org/obo/ENVO_01001201	marine environmental zone		The marine sublittoral zone is part of the marine littoral zone which is permanently covered by seawater. In physical oceanography, the sublittoral zone refers to coastal regions with significant tidal flows and energy dissipation, including non-linear flows, internal waves, river outflows and oceanic fronts. In practice, this typically extends to the edge of the continental shelf, with depths around 200 meters. In marine biology, the sublittoral refers to the areas where sunlight reaches the ocean floor, that is, where the water is never so deep as to take it out of the photic zone.
http://purl.obolibrary.org/obo/ENVO_01000127	marine cold seep biome	http://purl.obolibrary.org/obo/ENVO_01000024	marine benthic biome		A marine benthic biome which is determined by a cold seep.
http://purl.obolibrary.org/obo/ENVO_01000128	dilution basin mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	mediterranean sea biome		The dilution basin mediterranean sea biome comprises expressions of the mediterranean sea biome with lower salinity than the surrounding ocean due to freshwater gains such as rainfall and rivers. Water exchange consists of outflow of the fresher mediterranean water in the upper layer and inflow of the saltier oceanic water in the lower layer of the channel. Renewal of deep water may not be sufficient to supply oxygen to the bottom.
http://purl.obolibrary.org/obo/ENVO_01000129	marine hydrothermal vent chimney	http://purl.obolibrary.org/obo/ENVO_01001885	submerged landform		A column of solid material which has been progressively deposited around a hydrothermal vent.
http://purl.obolibrary.org/obo/ENVO_01000130	marine hydrothermal plume	http://purl.obolibrary.org/obo/ENVO_01001308	hydroform		A marine hydrothermal vent plume, part of a marine hydrothermal vent, is a high temperature water jet laden with dissolved metals and minerals that is driven by heat generated due to tectonic activity below the vent.
http://purl.obolibrary.org/obo/ENVO_01000131	mesophilic sediment	http://purl.obolibrary.org/obo/ENVO_00002007	sediment		Sediment characterised by a temperature of 15-45 degrees Celsius and high-to-low oxygenation. Often impacted by hydrothermal fluid flows.
http://purl.obolibrary.org/obo/ENVO_01000132	thermophilic sediment	http://purl.obolibrary.org/obo/ENVO_00002007	sediment		Sediment characterised by a temperature of 45-75 degrees Celsius and low to no oxygen content. Often impacted by hydrothermal fluid flows.
http://purl.obolibrary.org/obo/ENVO_01000133	hyperthermophilic sediment	http://purl.obolibrary.org/obo/ENVO_00002007	sediment		Sediment characterised by a temperature of 80-125 degrees Celsius and no oxygen content. Often impacted by hydrothermal fluid flows.
http://purl.obolibrary.org/obo/ENVO_01000134	hydrothermal fluid	http://purl.obolibrary.org/obo/ENVO_00002141	leachate		High temperature water ejected from hydrothermal vents and laden with dissolved metals and minerals as a result of percolation through crustal rocks.
http://purl.obolibrary.org/obo/ENVO_01000135	nitrate-reducing sediment	http://purl.obolibrary.org/obo/ENVO_00002045	anaerobic sediment		Sediment hosting and characterised by active nitrate reducing microbial communities.
http://purl.obolibrary.org/obo/ENVO_01000136	drop stone	http://purl.obolibrary.org/obo/ENVO_00000339	piece of rock		A piece of rock which fell vertically through the water column into finer-grained water-deposited sedimentary rocks.
http://purl.obolibrary.org/obo/ENVO_01000137	organic matter fall	http://purl.obolibrary.org/obo/ENVO_01000549	mass of biological material		An accumulation of organic matter that has fallen to the bottom of a body of water.
http://purl.obolibrary.org/obo/ENVO_01000138	plant matter fall	http://purl.obolibrary.org/obo/ENVO_01000137	organic matter fall		A accumulation of plant matter that has fallen to the bottom of a body of water.
http://purl.obolibrary.org/obo/ENVO_01000139	animal carcass fall	http://purl.obolibrary.org/obo/ENVO_00002033	carcass		The carcass of an animal that has fallen to the bottom of a body of water.
http://purl.obolibrary.org/obo/ENVO_01000140	whale fall	http://purl.obolibrary.org/obo/ENVO_01000139	animal carcass fall		Whale fall is the term used for a whale carcass that has fallen to the ocean floor. When a whale dies in shallow water, its carcass is typically devoured by scavengers over a relatively short period of time: within several months. However, in deeper water (depths of 2,000 m/6,600 ft or greater), fewer scavenger species exist, and the carcass can provide sustenance for a complex localized ecosystem over periods of decades.
http://purl.obolibrary.org/obo/ENVO_01000141	seal fall	http://purl.obolibrary.org/obo/ENVO_01000139	animal carcass fall		Seal fall is the term used for a seal carcass that has fallen to the ocean floor.
http://purl.obolibrary.org/obo/ENVO_01000142	wood fall	http://purl.obolibrary.org/obo/ENVO_01000138	plant matter fall		A wood fall describes an accumulation of woody plant material that has fallen to the ocean floor.
http://purl.obolibrary.org/obo/ENVO_01000143	marine reef	http://purl.obolibrary.org/obo/ENVO_01001899	reef		A reef which is located in a marine water body.
http://purl.obolibrary.org/obo/ENVO_01000150	marine subtidal rocky reef	http://purl.obolibrary.org/obo/ENVO_01000143	marine reef		A rocky reef which is located in the subtidal zone of a marine water body.
http://purl.obolibrary.org/obo/ENVO_01000151	manganese-reducing sediment	http://purl.obolibrary.org/obo/ENVO_00002045	anaerobic sediment		Sediment hosting and characterised by active manganese reducing microbial communities.
http://purl.obolibrary.org/obo/ENVO_01000152	iron-reducing sediment	http://purl.obolibrary.org/obo/ENVO_00002045	anaerobic sediment		Sediment hosting and characterised by active iron reducing microbial communities.
http://purl.obolibrary.org/obo/ENVO_01000153	sulphate-reducing sediment	http://purl.obolibrary.org/obo/ENVO_00002045	anaerobic sediment		Sediment hosting and characterised by active sulphate reducing microbial communities.
http://purl.obolibrary.org/obo/ENVO_01000154	carbon dioxide-reducing sediment	http://purl.obolibrary.org/obo/ENVO_00002045	anaerobic sediment		Sediment hosting and characterised by active carbon dioxide reducing microbial communities.
http://purl.obolibrary.org/obo/ENVO_01000156	biofilm material	http://purl.obolibrary.org/obo/ENVO_01000155	organic material		Material derived from a biofilm, an aggregate of microorganisms in which cells adhere to each other and/or to a surface. These adherent cells are frequently embedded within a self-produced matrix of extracellular polymeric substance (EPS). Biofilm EPS, which is also referred to as slime, is a polymeric conglomeration generally composed of extracellular DNA, proteins, and polysaccharides in various configurations.
http://purl.obolibrary.org/obo/ENVO_01000157	microbial mat material	http://purl.obolibrary.org/obo/ENVO_01000155	organic material		Material derived from a microbial mat, a multi-layered sheet of micro-organisms, mainly bacteria and archaea. Microbial mats create a wide range of internal chemical environments.
http://purl.obolibrary.org/obo/ENVO_01000158	marine snow	http://purl.obolibrary.org/obo/ENVO_01001103	detritus		Marine snow is a continuous shower of mostly organic detritus falling from the upper layers of the water column. Its origin lies in activities within the productive photic zone.
http://purl.obolibrary.org/obo/ENVO_01000160	marine pockmark	http://purl.obolibrary.org/obo/ENVO_00000514	crater		Pockmarks are craters in the seabed resulting from the release of gas or liquid. Generally, they are formed in soft, fine-grained seabed sediments by the escape of fluids (gas or water, but mainly methane) into the water column.
http://purl.obolibrary.org/obo/ENVO_01000161	marine sponge reef	http://purl.obolibrary.org/obo/ENVO_01000143	marine reef		A marine sponge reef is marine reefs primarily built by marine sponges. The primary frame-building sponges are all members of the order Hexactinosa. They are found only in glacier-scoured troughs of low-angle continental shelf. The seafloor is stable and consists of rock, coarse gravel, and large boulders.
http://purl.obolibrary.org/obo/ENVO_01000162	organ	http://purl.obolibrary.org/obo/ENVO_01001814	organic object		A collection of tissues joined in structural unit to serve a common function.
http://purl.obolibrary.org/obo/ENVO_01000163	photophore	http://purl.obolibrary.org/obo/ENVO_01000162	organ		A photophore is a light-emitting organ which appears as luminous spots on various marine animals, including fish and cephalopods. The organ can be simple, or as complex as the human eye; equipped with lenses, shutters, color filters and reflectors. The light can be produced from compounds during the digestion of prey, from specialized mitochondrial cells in the organism, called photocytes ("light producing" cells) , or, similarly, associated with symbiotic  bacteria in the organism.
http://purl.obolibrary.org/obo/ENVO_01000164	root nodule	http://purl.obolibrary.org/obo/ENVO_01000162	organ		Root nodules occur on the roots of plants that associate with symbiotic nitrogen-fixing bacteria.
http://purl.obolibrary.org/obo/ENVO_01000165	trophosome	http://purl.obolibrary.org/obo/ENVO_01000162	organ		A specialised organ found in deep-sea tube worms populating hydrothermal vent environments that is colonised by chemosynthetic bacteria which supply the host worm with organic compounds. The term may be applied to similar organs in other worms.
http://purl.obolibrary.org/obo/ENVO_01000166	mycetome	http://purl.obolibrary.org/obo/ENVO_01000162	organ		A specialized organ that is linked to the gut in beetles and host to a symbiotic yeast. The yeast cells assist in the digestion of less nutritious foods, supply needed B-vitamins and sterols, and provide resistance to certain toxins.
http://purl.obolibrary.org/obo/ENVO_01000167	determinate root nodule	http://purl.obolibrary.org/obo/ENVO_01000164	root nodule		Determinate nodules are root nodules found on tropical (sub)legumes, such as those of the genera Glycine (soybean), Phaseolus  (common bean), Lotus, and Vigna. Determinate nodules lose meristematic activity shortly after initiation, thus growth is due to cell expansion resulting in mature nodules which are spherical in shape.
http://purl.obolibrary.org/obo/ENVO_01000168	indeterminate root nodule	http://purl.obolibrary.org/obo/ENVO_01000164	root nodule		Indeterminate nodules are found on temperate legumes like Pisum  (pea), Medicago (alfalfa), Trifolium (clover), and Vicia (vetch). They earned the moniker "indeterminate" because they maintain an active apical meristem that produces new cells for growth over the life of the nodule. Because they are actively growing, indeterminate nodules manifest zones which demarcate different stages of development/symbiosis.
http://purl.obolibrary.org/obo/ENVO_01000169	indeterminate root nodule active meristem	http://purl.obolibrary.org/obo/ENVO_01000168	indeterminate root nodule		A part of an indeterminate root nodule where new nodule tissue is formed which will later differentiate into the other zones of the nodule.
http://purl.obolibrary.org/obo/ENVO_01000170	indeterminate root nodule infection zone	http://purl.obolibrary.org/obo/ENVO_01000168	indeterminate root nodule		A part of an indeterminate root nodule permeated with infection threads full of bacteria. The plant cells are larger than in the previous zone and cell division is halted.
http://purl.obolibrary.org/obo/ENVO_01000171	indeterminate root nodule nitrogen fixation zone	http://purl.obolibrary.org/obo/ENVO_01000168	indeterminate root nodule		A part of an indeterminate root nodule where each cell contains a large, central vacuole and the cytoplasm is filled with fully differentiated bacteroids which are actively fixing nitrogen. Typically, the plant provides these cells with leghemoglobin, resulting in a distinct pink color.
http://purl.obolibrary.org/obo/ENVO_01000172	indeterminate root nodule senescent zone	http://purl.obolibrary.org/obo/ENVO_01000168	indeterminate root nodule		A part of an indeterminate root nodule where plant cells and their bacteroid contents are being degraded. The breakdown of the heme component of leghemoglobin results in a visible greening at the base of the nodule.
http://purl.obolibrary.org/obo/ENVO_01000173	anoxic water	http://purl.obolibrary.org/obo/ENVO_00002006	liquid water		Water which lacks dissolved oxygen.
http://purl.obolibrary.org/obo/ENVO_01000174	forest biome	http://purl.obolibrary.org/obo/ENVO_01001243	forest ecosystem		A forest ecosystem in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000175	woodland biome	http://purl.obolibrary.org/obo/ENVO_00000446	terrestrial biome		A woodland biome is a terrestrial biome which includes, across its entire spatial extent, woody plants spaced sufficiently far apart to allow light penetration to support communities of herbaceous plants or shrubs living closer to the woodland floor.
http://purl.obolibrary.org/obo/ENVO_01000176	shrubland biome	http://purl.obolibrary.org/obo/ENVO_00000446	terrestrial biome		A shrubland biome is a terrestrial biome which includes, across its entire spatial extent, dense groups of shrubs.
http://purl.obolibrary.org/obo/ENVO_01000177	grassland biome	http://purl.obolibrary.org/obo/ENVO_01001206	grassland ecosystem		A grassland ecosystem in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000178	savanna biome	http://purl.obolibrary.org/obo/ENVO_01000175	woodland biome		A woodland biome which has seasonal water availability and includes trees spaced sufficiently far apart to allow an unbroken layer of grass, sedge (Cyperaceae) or  rush (Juncaceae) communities to live.
http://purl.obolibrary.org/obo/ENVO_01000179	desert biome	http://purl.obolibrary.org/obo/ENVO_01001780	desert ecosystem		A desert biome is a terrestrial biome which loses more liquid water by evapotranspiration than is supplied by precipitation and includes communities adapted to these conditions.
http://purl.obolibrary.org/obo/ENVO_01000180	tundra biome	http://purl.obolibrary.org/obo/ENVO_00000446	terrestrial biome		A terrestrial biome which comprises a tundra ecosystem that has reached its climax community.
http://purl.obolibrary.org/obo/ENVO_01000181	mangrove biome	http://purl.obolibrary.org/obo/ENVO_00000446	terrestrial biome		A mangrove biome is a terrestrial biome which includes, across its spatial extent, mangrove plants (Rhizophoraceae). Mangrove plants are able to withstand high levels of salinity as well as regions of anoxia and frequent tidal inundation. Mangrove biomes often occur near tropical and sub-tropical estuaries and depositional marine coastal environments where fine sediments (often with high organic content) collect in areas protected from high energy wave action.
http://purl.obolibrary.org/obo/ENVO_01000182	temperate desert biome	http://purl.obolibrary.org/obo/ENVO_01000179	desert biome		A temperate desert biome is a desert biome which has communities adapted to intermediate insolation, low rainfall, and large temperature variations between winter and summer. Winter temperatures may fall below 0 degrees Celsius. Some precipitation in this biome may fall as snow.
http://purl.obolibrary.org/obo/ENVO_01000183	tropical desert biome	http://purl.obolibrary.org/obo/ENVO_01000179	desert biome		A tropical desert biome is a desert biome which has communities adapted to temperatures above a monthly average of 18 degrees Celsius, high daily temperature ranges of approximately 20 degrees Celsius, very high insolation due to inhibited cloud formation, and very low precipitation. Tropical desert biomes located near coasts with cold upwellings may have cooler temperatures and reduced insolution due to fog.
http://purl.obolibrary.org/obo/ENVO_01000184	subtropical desert biome	http://purl.obolibrary.org/obo/ENVO_01000179	desert biome		A subtropical desert biome is a desert biome which has communities adapted to temperatures above a monthly average of 18 degrees Celsius, high daily temperature ranges of approximately 20 degrees Celsius, high insolation (but lower than that of a tropical desert biome), inhibited cloud formation, and very low precipitation. Subtropical desert biomes located near coasts with cold upwellings may have cooler temperatures and reduced insolution due to fog.
http://purl.obolibrary.org/obo/ENVO_01000185	montane desert biome	http://purl.obolibrary.org/obo/ENVO_01000179	desert biome		A montane desert biome is a desert biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions.
http://purl.obolibrary.org/obo/ENVO_01000186	polar desert biome	http://purl.obolibrary.org/obo/ENVO_01000179	desert biome		A polar desert biome is a desert biome which is subject to low levels of insolation, annual precipitation less than 250 millimeters, and a mean temperature less than 10 degrees Celsius during its warmest month. Temperature changes in polar deserts frequently cross the freezing point of water.
http://purl.obolibrary.org/obo/ENVO_01000187	subtropical savanna biome	http://purl.obolibrary.org/obo/ENVO_01000178	savanna biome		A savanna biome which is subject to subtropical climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000188	tropical savanna biome	http://purl.obolibrary.org/obo/ENVO_01000178	savanna biome		A savanna biome which is subject to tropical climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000189	temperate savanna biome	http://purl.obolibrary.org/obo/ENVO_01000178	savanna biome		A savanna biome which is subject to temperate climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000190	flooded savanna biome	http://purl.obolibrary.org/obo/ENVO_01000178	savanna biome		A flooded savanna biome is a savanna biome which has very wet to saturated soil moisture content.
http://purl.obolibrary.org/obo/ENVO_01000191	subtropical grassland biome	http://purl.obolibrary.org/obo/ENVO_01001809	subtropical grassland		A subtropical grassland in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000194	montane grassland biome	http://purl.obolibrary.org/obo/ENVO_01001808	montane grassland		A montane grassland biome is a grassland biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions.
http://purl.obolibrary.org/obo/ENVO_01000196	coniferous forest biome	http://purl.obolibrary.org/obo/ENVO_01000433	needleleaf forest		A coniferous forest biome is a forest biome which contains densely packed populations or communities of coniferous trees, strongly limiting light penetration to the forest floor.
http://purl.obolibrary.org/obo/ENVO_01000197	broadleaf forest biome	http://purl.obolibrary.org/obo/ENVO_01000430	broadleaf forest		A broadleaf forest in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000198	mixed forest biome	http://purl.obolibrary.org/obo/ENVO_01000431	mixed forest		A mixed forest in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000199	mediterranean forest biome	http://purl.obolibrary.org/obo/ENVO_01001791	mediterranean forest		A mediterranean forest in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000200	tropical broadleaf forest biome	http://purl.obolibrary.org/obo/ENVO_01001792	tropical broadleaf forest		A tropical broadleaf forest in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000201	subtropical broadleaf forest biome	http://purl.obolibrary.org/obo/ENVO_01001793	subtropical broadleaf forest		A subtropical broadleaf forest in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000202	temperate broadleaf forest biome	http://purl.obolibrary.org/obo/ENVO_01001794	temperate broadleaf forest		A broadleaf forest which is subject to temperate climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000203	environmental condition	http://purl.obolibrary.org/obo/PATO_0001018	physical quality		An environmental condition is a range of a determinate quality or combination of qualities that are present in an environmental system.
http://purl.obolibrary.org/obo/ENVO_01000204	tropical	http://purl.obolibrary.org/obo/ENVO_01000203	environmental condition		A tropical condition is an environmental condition in which an environmental system receives high yearly solar irradiance per unit area and, on Earth, the Sun reaches a subsolar point at least once during the solar year. This results in a hot and moist year-round climate at low elevations, which have a monthly average temperature above 18 degrees Celsius.
http://purl.obolibrary.org/obo/ENVO_01000205	subtropical	http://purl.obolibrary.org/obo/ENVO_01000203	environmental condition		A subtropical condition is an environmental condition in which an envrionmental system receives more solar irradiance than those with temperate conditions, but less than those with tropical conditions. At low elevations, this typically results in eight months of the year having average temperatures greater than or equal to 10 degrees Celsius with the coldest monthly temperature averaging between 2 and 13 degrees Celsius.
http://purl.obolibrary.org/obo/ENVO_01000206	temperate	http://purl.obolibrary.org/obo/ENVO_01000203	environmental condition		A temperate condition is an environmental condition in which an environmental system receives less solar irradiance than those with subpolar conditions, but greater than those with subtropical conditions.
http://purl.obolibrary.org/obo/ENVO_01000207	mediterranean	http://purl.obolibrary.org/obo/ENVO_01000205	subtropical		A mediterranean condition is a subtropical condition in which hot dry summers and winters with moderate to high rainfall.
http://purl.obolibrary.org/obo/ENVO_01000208	mediterranean woodland biome	http://purl.obolibrary.org/obo/ENVO_01000222	subtropical woodland biome		A subtropical woodland biome which includes communities adapted to hot to warm, dry summers, mild to cold, rainy winters, and the influence of large, usually marine, bodies of water.
http://purl.obolibrary.org/obo/ENVO_01000209	subtropical coniferous forest biome	http://purl.obolibrary.org/obo/ENVO_01000196	coniferous forest biome		A coniferous forest biome which is subject to subtropical climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000210	tropical coniferous forest biome	http://purl.obolibrary.org/obo/ENVO_01000399	tropical needleleaf forest		A coniferous forest biome which is subject to tropical climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000211	temperate coniferous forest biome	http://purl.obolibrary.org/obo/ENVO_01000196	coniferous forest biome		A coniferous forest biome which is subject to temperate climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000212	temperate mixed forest biome	http://purl.obolibrary.org/obo/ENVO_01001796	temperate mixed forest		A temperate mixed forest in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000213	subtropical shrubland biome	http://purl.obolibrary.org/obo/ENVO_01000176	shrubland biome		A shrubland biome which is subject to subtropical climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000214	tropical shrubland biome	http://purl.obolibrary.org/obo/ENVO_01000176	shrubland biome		A shrubland biome which is subject to tropical climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000215	temperate shrubland biome	http://purl.obolibrary.org/obo/ENVO_01000176	shrubland biome		A shrubland biome which is subject to temperate climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000216	montane shrubland biome	http://purl.obolibrary.org/obo/ENVO_01000176	shrubland biome		A montane shrubland biome is a shrubland biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions.
http://purl.obolibrary.org/obo/ENVO_01000217	mediterranean shrubland biome	http://purl.obolibrary.org/obo/ENVO_01000213	subtropical shrubland biome		A mediterranean shrubland biome is a subtropical shrubland biome which includes communities adapted to hot to warm, dry summers, mild to cold, rainy winters, and the influence of large, usually marine, bodies of water.
http://purl.obolibrary.org/obo/ENVO_01000219	anthropogenic terrestrial biome	http://purl.obolibrary.org/obo/ENVO_00000446	terrestrial biome		An anthropogenic terrestrial biome is a terrestrial biome which has community structures determined by human activity.
http://purl.obolibrary.org/obo/ENVO_01000220	tropical woodland biome	http://purl.obolibrary.org/obo/ENVO_01000175	woodland biome		A woodland biome which is subject to tropical climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000221	temperate woodland biome	http://purl.obolibrary.org/obo/ENVO_01000175	woodland biome		A woodland biome which is subject to temperate climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000222	subtropical woodland biome	http://purl.obolibrary.org/obo/ENVO_01000175	woodland biome		A woodland biome which is subject to subtropical climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000223	montane savanna biome	http://purl.obolibrary.org/obo/ENVO_01000178	savanna biome		A montane savanna biome is a savanna biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions.
http://purl.obolibrary.org/obo/ENVO_01000224	mediterranean grassland biome	http://purl.obolibrary.org/obo/ENVO_01001810	mediterranean grassland		A subtropical grassland biome which includes communities adapted to hot to warm, dry summers, mild to cold, rainy winters, and the influence of large, usually marine, bodies of water.
http://purl.obolibrary.org/obo/ENVO_01000225	subtropical dry broadleaf forest biome	http://purl.obolibrary.org/obo/ENVO_01001801	subtropical dry broadleaf forest		A subtropical dry broadleaf forest in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000226	subtropical moist broadleaf forest biome	http://purl.obolibrary.org/obo/ENVO_01001802	subtropical moist broadleaf forest		A subtropical moist broadleaf forest in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000227	tropical dry broadleaf forest biome	http://purl.obolibrary.org/obo/ENVO_01001799	tropical dry broadleaf forest		A tropical dry broadleaf forest in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000228	tropical moist broadleaf forest biome	http://purl.obolibrary.org/obo/ENVO_01001800	tropical moist broadleaf forest		A tropical moist broadleaf forest in which dominant ecological communities have reached their climax successional state.
http://purl.obolibrary.org/obo/ENVO_01000229	mediterranean savanna biome	http://purl.obolibrary.org/obo/ENVO_01000187	subtropical savanna biome		A savanna biome which is subject to mediterranean climate patterns.
http://purl.obolibrary.org/obo/ENVO_01000230	arid	http://purl.obolibrary.org/obo/ENVO_01000203	environmental condition		An environmental condition in which annual precipitation is less than half of annual potential evapotranspiration.
http://purl.obolibrary.org/obo/ENVO_01000231	lava	http://purl.obolibrary.org/obo/ENVO_00010483	environmental material		Lava is a mixture of molten or semi-molten rock, volatiles, and solids which has extruded beyond a planetary crust.
http://purl.obolibrary.org/obo/ENVO_01000232	felsic lava	http://purl.obolibrary.org/obo/ENVO_01000231	lava		Felsic lava is lava which is high in silica (> 69 percent by weight), aluminium, potassium, sodium, and calcium, forming a polymerized liquid rich in feldspar and quartz. Felsic lava has a  higher viscosity than other magma types. Felsic magmas can erupt at temperatures as low as 650 to 750 °C. Unusually hot (>950 °C) rhyolite lavas, however, may flow for distances of many tens of kilometres
http://purl.obolibrary.org/obo/ENVO_01000233	intermediate lava	http://purl.obolibrary.org/obo/ENVO_01000231	lava		Intermediate lava is lava which, relative to felsic lava, is lower in aluminium and silica (between 52 and 63 percent by weight), and usually somewhat richer in magnesium and iron. The temperature of intermediate lava ranges from 750 to 950 degrees Celsius, destroying polymerized bonds and promoting more fluid behaviour relative to felsic lavas and also a greater tendency to form phenocrysts. Higher iron and magnesium tends to manifest as a darker groundmass, and also occasionally amphibole or pyroxene phenocrysts.
http://purl.obolibrary.org/obo/ENVO_01000234	mafic lava	http://purl.obolibrary.org/obo/ENVO_01000231	lava		Mafic lava is lava which, relative to other lava types other than ultramafic lava, has a  high ferromagnesian content and low aluminium and silica content, with silca making up between 45 and 52 percent of its weight.
http://purl.obolibrary.org/obo/ENVO_01000235	ultramafic lava	http://purl.obolibrary.org/obo/ENVO_01000231	lava		Lava which, relative to other lava types, has very high magnesium oxide content and less than 45 percent silica by weight.
http://purl.obolibrary.org/obo/ENVO_01000236	basalt	http://purl.obolibrary.org/obo/ENVO_00002013	igneous rock		Basalt is a volcanic rock which is formed by the rapid cooling of basaltic lava.
http://purl.obolibrary.org/obo/ENVO_01000237	coastal scrubland	http://purl.obolibrary.org/obo/ENVO_00000300	scrubland area		A coastal scrubland is a scrubland which is part of a coast.
http://purl.obolibrary.org/obo/ENVO_01000238	polar	http://purl.obolibrary.org/obo/ENVO_01000203	environmental condition		A polar condition is an environmental condition in which an environmental system receives low, yearly solar irradiance per unit area, resulting in colder climatic conditions.
http://purl.obolibrary.org/obo/ENVO_01000239	oak woodland	http://purl.obolibrary.org/obo/ENVO_01001245	woodland ecosystem		An oak woodland is a woodland which has a tree community primarily composed of oak trees.
http://purl.obolibrary.org/obo/ENVO_01000240	conifer woodland	http://purl.obolibrary.org/obo/ENVO_01001245	woodland ecosystem		A conifer woodland is a woodland which has a tree community primarily composed of coniferous trees, from the Division Pinophyta, also known as Coniferophyta or Coniferae.
http://purl.obolibrary.org/obo/ENVO_01000241	juniper woodland	http://purl.obolibrary.org/obo/ENVO_01000240	conifer woodland		A juniper woodland is a woodland which has a tree community primarily composed of trees of the genus Juniperus.
http://purl.obolibrary.org/obo/ENVO_01000242	desert scrubland	http://purl.obolibrary.org/obo/ENVO_00000300	scrubland area		A scrubland which is located in a desert.
http://purl.obolibrary.org/obo/ENVO_01000243	boulder	http://purl.obolibrary.org/obo/ENVO_00000339	piece of rock		A piece of rock with a grain size above 300 millimetres in diameter.
http://purl.obolibrary.org/obo/ENVO_01000244	pinyon juniper woodland	http://purl.obolibrary.org/obo/ENVO_01000240	conifer woodland		A pinyon juniper woodland is a conifer woodland which has a tree community primarily composed of trees of the subsection Cembroides of the genus Pinus and the genus Juniperus.
http://purl.obolibrary.org/obo/ENVO_01000245	cropland biome	http://purl.obolibrary.org/obo/ENVO_01001244	cropland ecosystem		A cropland ecosystem in which dominant ecological communities are maintained in a stable state - mimicking a climax community - by human intervention.
http://purl.obolibrary.org/obo/ENVO_01000246	village biome	http://purl.obolibrary.org/obo/ENVO_01000219	anthropogenic terrestrial biome		A village biome is an anthropogenic terrestrial biome which contains settlements such as villages, towns, and/or small cities and which is primarily used for agricultural activity.
http://purl.obolibrary.org/obo/ENVO_01000247	rangeland biome	http://purl.obolibrary.org/obo/ENVO_01000219	anthropogenic terrestrial biome		A rangeland biome is an anthropogenic terrestrial biome which is primarily used for the rearing and grazing of livestock.
http://purl.obolibrary.org/obo/ENVO_01000248	dense settlement biome	http://purl.obolibrary.org/obo/ENVO_01000219	anthropogenic terrestrial biome		A dense settlement biome is an anthropogenic terrestrial biome which is primarily used for human habitation, recreation, and industry within built structures with little other land use.
http://purl.obolibrary.org/obo/ENVO_01000249	urban biome	http://purl.obolibrary.org/obo/ENVO_01000248	dense settlement biome		An urban biome is a dense settlement biome which has been urbanised.
http://purl.obolibrary.org/obo/ENVO_01000250	subpolar coniferous forest biome	http://purl.obolibrary.org/obo/ENVO_01000196	coniferous forest biome		A  coniferous forest biome which includes communities adapted to subpolar conditions.
http://purl.obolibrary.org/obo/ENVO_01000251	subpolar	http://purl.obolibrary.org/obo/ENVO_01000203	environmental condition		A subpolar condition is an environmental condition in which an environmental system receives low, yearly solar irradiance per unit area and is surrounded by large land masses. This results in very cold winters with temperatures potentially falling to around -40 degrees Celsius and summers which last no more than 3 months of the year with a 24-hour average temperature of at least 10 degrees Celsius.
http://purl.obolibrary.org/obo/ENVO_01000252	freshwater lake biome	http://purl.obolibrary.org/obo/ENVO_00000873	freshwater biome		A biome which is determined by a freshwater lake.
http://purl.obolibrary.org/obo/ENVO_01000253	freshwater river biome	http://purl.obolibrary.org/obo/ENVO_00000873	freshwater biome		A freshwater biome which is determined by a freshwater river.
