Label1,Label2,Statistic,P-value,Adjusted P-value,Test Type,Filename1,Filename2,validation
async_js_rs66_rep,async_js_rs99,0.37,0.71381,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchluBKAqRedUv3mOgkmjcJ6Ebq_dt202407231426.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,sub-biome
async_js_rs66_rep,async_js_rs99_rep,-0.05,0.9575,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchluBKAqRedUv3mOgkmjcJ6Ebq_dt202407231426.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,sub-biome
async_js_rs77,async_js_rs77_rep,-0.1,0.91701,1.0,ttest_rel,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,sub-biome
async_js_rs77,async_js_rs88,-0.26,0.79188,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,sub-biome
async_js_rs77,async_js_rs88_rep,0.85,0.39658,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,sub-biome
async_js_rs77,async_js_rs99,0.14,0.88855,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,sub-biome
async_js_rs77,async_js_rs99_rep,0.36,0.72024,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,sub-biome
async_js_rs77_rep,async_js_rs88,-0.98,0.32778,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,sub-biome
async_js_rs77_rep,async_js_rs88_rep,0.18,0.85655,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,sub-biome
async_js_rs77_rep,async_js_rs99,-0.06,0.95624,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,sub-biome
async_js_rs77_rep,async_js_rs99_rep,0.16,0.87065,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,sub-biome
async_js_rs88,async_js_rs88_rep,0.65,0.51349,1.0,ttest_rel,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,sub-biome
async_js_rs88,async_js_rs99,0.09,0.92694,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,sub-biome
async_js_rs88,async_js_rs99_rep,0.47,0.6383,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,sub-biome
async_js_rs88_rep,async_js_rs99,0.27,0.78693,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,sub-biome
async_js_rs88_rep,async_js_rs99_rep,0.31,0.75903,1.0,ttest_ind,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,sub-biome
async_js_rs99,async_js_rs99_rep,-0.46,0.64427,1.0,ttest_rel,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,sub-biome
,,,,,,,,
async_js,async_js_rep1,4.17,0.04123,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e493dbacc8190a39bd001c1f72d6b_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49446d888190a86e428fb46406c5_dt202410151251.csv,biome
async_js,async_js_rep2,0.0,1.0,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e493dbacc8190a39bd001c1f72d6b_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4949656881908d97b5142449b51f_dt202410151251.csv,biome
async_js,async_js_rep3,0.17,0.68309,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e493dbacc8190a39bd001c1f72d6b_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e494e783081909e34f78775804f08_dt202410151251.csv,biome
async_js,async_js_rep4,1.5,0.22067,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e493dbacc8190a39bd001c1f72d6b_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49543298819085d1b0b2325ca876_dt202410151252.csv,biome
async_js,async_js_rep5,0.0,1.0,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e493dbacc8190a39bd001c1f72d6b_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4bc1b1cc8190a3eeff102b680361_dt202410151302.csv,biome
async_js,sync_js,0.0,1.0,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e493dbacc8190a39bd001c1f72d6b_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_normal_dt202410151053.txt,biome
async_js,sync_js_rep1,0.17,0.68309,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e493dbacc8190a39bd001c1f72d6b_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep1_dt202410151059.txt,biome
async_js,sync_js_rep2,0.17,0.68309,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e493dbacc8190a39bd001c1f72d6b_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep2_dt202410151106.txt,biome
async_js,sync_js_rep3,0.57,0.44969,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e493dbacc8190a39bd001c1f72d6b_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep3_dt202410151112.txt,biome
async_js,sync_js_rep4,0.0,1.0,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e493dbacc8190a39bd001c1f72d6b_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep4_dt202410151118.txt,biome
async_js,sync_js_rep5,0.9,0.34278,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e493dbacc8190a39bd001c1f72d6b_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep5_dt202410151124.txt,biome
async_js_rep1,async_js_rep2,3.2,0.07364,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49446d888190a86e428fb46406c5_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4949656881908d97b5142449b51f_dt202410151251.csv,biome
async_js_rep1,async_js_rep3,2.25,0.13361,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49446d888190a86e428fb46406c5_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e494e783081909e34f78775804f08_dt202410151251.csv,biome
async_js_rep1,async_js_rep4,0.5,0.4795,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49446d888190a86e428fb46406c5_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49543298819085d1b0b2325ca876_dt202410151252.csv,biome
async_js_rep1,async_js_rep5,3.2,0.07364,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49446d888190a86e428fb46406c5_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4bc1b1cc8190a3eeff102b680361_dt202410151302.csv,biome
async_js_rep1,sync_js,2.29,0.13057,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49446d888190a86e428fb46406c5_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_normal_dt202410151053.txt,biome
async_js_rep1,sync_js_rep1,1.5,0.22067,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49446d888190a86e428fb46406c5_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep1_dt202410151059.txt,biome
async_js_rep1,sync_js_rep2,1.5,0.22067,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49446d888190a86e428fb46406c5_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep2_dt202410151106.txt,biome
async_js_rep1,sync_js_rep3,0.57,0.44969,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49446d888190a86e428fb46406c5_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep3_dt202410151112.txt,biome
async_js_rep1,sync_js_rep4,2.29,0.13057,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49446d888190a86e428fb46406c5_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep4_dt202410151118.txt,biome
async_js_rep1,sync_js_rep5,0.17,0.68309,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49446d888190a86e428fb46406c5_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep5_dt202410151124.txt,biome
async_js_rep2,async_js_rep3,0.0,1.0,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4949656881908d97b5142449b51f_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e494e783081909e34f78775804f08_dt202410151251.csv,biome
async_js_rep2,async_js_rep4,1.33,0.24821,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4949656881908d97b5142449b51f_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49543298819085d1b0b2325ca876_dt202410151252.csv,biome
async_js_rep2,async_js_rep5,0.12,0.72367,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4949656881908d97b5142449b51f_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4bc1b1cc8190a3eeff102b680361_dt202410151302.csv,biome
async_js_rep2,sync_js,0.25,0.61708,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4949656881908d97b5142449b51f_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_normal_dt202410151053.txt,biome
async_js_rep2,sync_js_rep1,0.0,1.0,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4949656881908d97b5142449b51f_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep1_dt202410151059.txt,biome
async_js_rep2,sync_js_rep2,0.0,1.0,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4949656881908d97b5142449b51f_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep2_dt202410151106.txt,biome
async_js_rep2,sync_js_rep3,0.12,0.72367,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4949656881908d97b5142449b51f_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep3_dt202410151112.txt,biome
async_js_rep2,sync_js_rep4,0.17,0.68309,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4949656881908d97b5142449b51f_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep4_dt202410151118.txt,biome
async_js_rep2,sync_js_rep5,0.44,0.50499,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4949656881908d97b5142449b51f_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep5_dt202410151124.txt,biome
async_js_rep3,async_js_rep4,0.25,0.61708,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e494e783081909e34f78775804f08_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e49543298819085d1b0b2325ca876_dt202410151252.csv,biome
async_js_rep3,async_js_rep5,0.0,1.0,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e494e783081909e34f78775804f08_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e4bc1b1cc8190a3eeff102b680361_dt202410151302.csv,biome
async_js_rep3,sync_js,0.0,1.0,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e494e783081909e34f78775804f08_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_normal_dt202410151053.txt,biome
async_js_rep3,sync_js_rep1,0.12,0.72367,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e494e783081909e34f78775804f08_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep1_dt202410151059.txt,biome
async_js_rep3,sync_js_rep2,0.12,0.72367,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e494e783081909e34f78775804f08_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep2_dt202410151106.txt,biome
async_js_rep3,sync_js_rep3,0.0,1.0,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch670e494e783081909e34f78775804f08_dt202410151251.csv,gpt_clean_output_nspb50_chunkingno_chunksize3000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_API250_rep3_dt202410151112.txt,biome
